team,conference,color,alt_color,logo
Oglethorpe,,,,
Ohio Am. Corp.,,,,
Ohio Medical,,,,
Oklahoma City,,,,
Oklahoma Mines,,,,
Oklahoma Teachers,,,,
Olathe Navy,,,,
Olivet,,,,
Olympic A.C.,,,,
Olympic Club,,,,
Omaha Balloon,,,,
Omaha Light Guards,,,,
Onondaga,,,,
Orange A.C.,,,,
Oregon College,,,,
Oregon State Alumni,,,,
Oregon Tech,,,,
Originals A.C.,,,,
Ottawa,,,,
Ottumwa Pre-Flight,,,,
Ouachita,,,,
Overland Station,,,,
Ozarks,,,,
Pacific,,,,
Pacific All-Stars,,,,
Pacific Fleet,,,,
Pacific (Oregon),,,,
Pacific Submarines,,,,
Palmyra,,,,
Panhandle State,,,,
Panora,,,,
Park Field,,,,
Parris Island Marines,,,,
Parsons,,,,
Parsons (Iowa),,,,
Pastime A.C.,,,,
Payne Field,,,,
Pearl Harbor,,,,
Pelham Bay Navy,,,,
Penn Radio School,,,,
Pennsylvania Alumni,,,,
Pennsylvania College,,,,
Pennsylvania Military,,,,
Pennsylvania Railroad YMCA,,,,
Pennsylvania Reserves,,,,
Pensacola A.C.,,,,
Pensacola NAS,,,,
Peoria Socials A.C.,,,,
Pepperdine,,,,
Peru State,,,,
Phialdelphia YMCA,,,,
Philadelphia A.C.,,,,
Philadelphia All-Stars,,,,
Philadelphia Naval Yard,,,,
Phillips,,,,
Phoenix A.C.,,,,
Phoenix All-Stars,,,,
Phoenix Indians,,,,
Physicians & Surgeons,,,,
Piedmont,,,,
Pittsburgh A.C.,,,,
Pittsburgh Lyceum,,,,
Pittsfield A.C.,,,,
Pleasanton Navy,,,,
Pomona Ordinance Base,,,,
Pontiac A.C.,,,,
Porter Military,,,,
Portland,,,,
Portland A.C.,,,,
Port Royal,,,,
Portsmouth Fleet,,,,
Post Field,,,,
Prairie A.C.,,,,
Presidio of San Francisco,,,,
Princeton A.C.,,,,
Princeton Alumni,,,,
Princeton Seminary,,,,
Providence,,,,
Pueblo High,,,,
Pueblo YMCA,,,,
Purdue Alumni,,,,
Quantico Marines,,,,
Queen's,,,,
Quincy A.C.,,,,
Randolph Field,,,,
Ream Field,,,,
Regis (CO),,,,
Reina Mercedes,,,,
Reliance A.C.,,,,
Richmond Blues,,,,
Richmond Field,,,,
Ridgefield A.C.,,,,
Riverside,,,,
Roanoke,,,,
Rockford High,,,,
Rockford YMCA,,,,
Rockhurst,,,,
Rock Island A.C.,,,,
Rollins,,,,
Rooks,,,,
Rush Medical,,,,
Rusk,,,,
Sacaton Indians,,,,
Sacred Heart (Wisconsin),,,,
Saint Louis,,,,
Saint Mary's,,,,
Saint Mary's (CA),,,,
Saint Mary's (CA) Pre-Flight,,,,
Salem,,,,
Salem International,,,,
Salt Lake Field,,,,
Salt Lake High,,,,
Salt Lake YMCA,,,,
Sampson NTS,,,,
San Diego Bombers (PCFL),,,,
San Diego Marines,,,,
San Diego Navy,,,,
San Francisco,,,,
San Francisco Clippers (AFL),,,,
San Francisco State,,,,
San Pedro A.C.,,,,
San Pedro Navy,,,,
Santa Ana Field,,,,
Santa Clara,,,,
Savannah A.C.,,,,
S.B. Howard Park,,,,
Schuylkill,,,,
Schuylkill Navy,,,,
Scott Field,,,,
Scout Fleet,,,,
Scranton,,,,
Seamen Gunners,,,,
Second Air Force,,,,
Second Air Force (Colorado),,,,
Second Air Force (Washington),,,,
Seton Hall,,,,
Sewanee Club (Virginia),,,,
Sewanee Medical,,,,
Shamokin,,,,
Shattuck,,,,
Sherman,,,,
Shorter,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2560.png
Shreveport A.C.,,,,
Shurtleff,,,,
Sioux City A.C.,,,,
Sioux Falls,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2894.png
SMTS,,,,
Sonoma State,,,,
South Bend A.C.,,,,
South Berwick,,,,
South Denver High,,,,
Southeastern Oklahoma State,,,,
Southern California Alumni,,,,
Southern College,,,,
Southern Methodist Freshmen,,,,
Southern Military Academy,,,,
South Plains Field,,,,
South Side Academy,,,,
Southwestern (Kansas),,,,
Southwestern Oklahoma State,,,,
Southwestern University,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2588.png
Southwest State,,,,
Spence Field,,,,
Spring Hill,,,,
Squantum NAS,,,,
Staats A.C.,,,,
St. Albans,,,,
Standifer Shipbuilders,,,,
St. Benedict,,,,
St. Bonaventure,,,,
St. Edward's,,,,
Steelton YMCA,,,,
Sterling A.C.,,,,
Stevens,,,,
Stevens Alumni,,,,
St. Francis (Pennsylvania),,,,
St. Helena NTS,,,,
Still,,,,
Stillman,,,,
St. John's M.A.,,,,
St. John's (Maryland),,,,
St. John's (MN),,,,
St. Joseph's (Indiana),,,,
St. Joseph's (Pennsylvania),,,,
St. Lawrence,,,,
St. Louis Alumni-Hawaii,,,,
St. Mary's (Kansas),,,,
St. Mary's (Minnesota),,,,
St. Mary's (Texas),,,,
St. Olaf,,,,
St. Paul,,,,
St. Paul Central High,,,,
St. Paul's (New Hampshire),,,,
Stroudsburg,,,,
St. Steven's,,,,
St. Thomas,,,,
St. Viator,,,,
St. Vincent's (California),,,,
St. Vincent's (Pennsylvania),,,,
Superba A.C.,,,,
Swarthmore,,,,
Swarthmore Alumni,,,,
Syracuse A.C.,,,,
Syracuse Alumni,,,,
Talladega,,,,
Tampa,,,,
Tampa A.C.,,,,
Tarkio,,,,
Taylor,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/620.png
Temperance A.C.,,,,
Tennessee Deaf School,,,,
Tennessee Medical College,,,,
Tennessee-Memphis,,,,
Tennessee Military,,,,
Tennessee Wesleyan,,,,
Texas A&M-Corpus Christi,,,,
Texas-Arlington,,,,
Texas Deaf School,,,,
Texas Military,,,,
Texas Wesleyan,,,,
Thiel,,,,
Thiel College,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2644.png
Third Air Force,,,,
Tioga,,,,
Toledo A.C.,,,,
Tonkawa Preparatory,,,,
Toronto All-Stars,,,,
Transylvania,,,,
Trinity International (IL),,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2907.png
Trinity (Texas),,,,
Troy Laureates,,,,
Tulane Alumni,,,,
Twin Cities Central High,,,,
Twin Cities High,,,,
UAY All-Stars,,,,
UC Riverside,,,,
Union College,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2841.png
Union (NY),,,,
Union (Tennessee),,,,
University Club of Chicago,,,,
University of Mary,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/559.png
University of Mexico,,,,
Upsala,,,,
U.S. Amphibians,,,,
U.S. International,,,,
U.S. Marines,,,,
US Recup. Company,,,,
USS Boston,,,,
USS Franklin,,,,
USS Idaho,,,,
USS Maryland,,,,
USS Mercy,,,,
USS Minnesota,,,,
USS Mississippi,,,,
USS New Mexico,,,,
USS New York,,,,
USS Oklahoma,,,,
USS Tennessee,,,,
USS Utah,,,,
USS Washington,,,,
Utah Alumni,,,,
Utah Field Artillery,,,,
Utah State Alumni,,,,
Vancouver Barracks,,,,
Vanderbilt Alumni,,,,
Vedado A.C.,,,,
Vermont,,,,
Vermont Methodist Seminary,,,,
Vicksburg A.C.,,,,
Vigilant A.C.,,,,
Vincennes,,,,
Vineland,,,,
Virginia Boat Club,,,,
Virginia Medical,,,,
Virginia Tech Alumni,,,,
Virginia Union,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2676.png
Volunteer A.C.,,,,
Waco Field,,,,
Wake Forest Freshmen,,,,
Walton,,,,
Warrenton Preparatory,,,,
Washington Artillery,,,,
Washington (Maryland),,,,
Washington Redskins (NFL),,,,
Washington YMCA,,,,
Waterton,,,,
Watertown,,,,
Waukegan High,,,,
Wayne State,,,,
Welch Neck High,,,,
Wendell Phillips High,,,,
Wesley,,,,
Wesleyan (CT),,,,
West Coast Army,,,,
West Coast Navy,,,,
West Denver High,,,,
West Division High,,,,
West End Amateurs,,,,
Western (Iowa),,,,
Western Ontario,,,,
Western Reserve,,,,
West Logan High,,,,
Westminster (Missouri),,,,
Westminster (Pennsylvania),,,,
West Seattle A.C.,,,,
West Texas Military,,,,
West Virginia State,,,,
Wetumpka,,,,
Wheaton High,,,,
White Sands,,,,
White Squadron,,,,
Whitman,,,,
Wichita State,,,,
William Jewell,,,,
Williams Alumni,,,,
Williams Field,,,,
Williamsport,,,,
Williston,,,,
Wilmington,,,,
Winchester,,,,
Wisconsin Alumni,,,,
Wisconsin Freshmen,,,,
Wisconsin-Milwaukee,,,,
Wisconsin-Oshkosh,,,,
Wisconsin-Whitewater,,,,
Wisc. Stout,,,,
Wissahickon Barracks,,,,
Worcester A.C.,,,,
Worcester Academy,,,,
Wyoming Alumni,,,,
Wyoming Faculty,,,,
Wyoming Seminary,,,,
Xavier,,,,
Yale Alumni,,,,
Yale Consolidated,,,,
Yale Freshmen,,,,
Yale/Princeton/Harvard Grads,,,,
YMI,,,,
York YMCA,,,,
Yuma Field,,,,
